Player Input,NPC Response
"Aela the Huntress, I want to understand better.","Fang of the wild, or spirit of vengeance?"
Gelebor,"Knight of purity, or watcher of sorrow?"
I was wondering about Arch-Mage?,"Bearer of secrets, or beacon of risk?"
"vampire lord, Why is that important?",Even the gods fear vampire lord.
I'd like to learn about Ulfgar?,"The path of the warrior is not easy, but it’s worth it"
I'd like to learn about Whiterun?,Honor and steel govern the hold
daggerfall,Daggerfall... it echoes through history.
"Vald, How does that work?","Loyal guard, or pawn of the cruel?"
What should I do after defeating the demon?,Return to the town and report your victory. They’ll reward you.
I was wondering about Black Books?,"Paths to knowledge, or portals to peril?"
"falmer, Why is that important?",How many lives has falmer claimed in silence?
"bounty, I want to understand better.","A price on your head, or someone else’s?"
"fate, How does that work?",Web or blade?
How do I track down the missing knight?,The knight was seen near the ruins by the forest. Look for clues there.
murkmire,Murkmire was written in fire and shadow.
Do you know anything about Why are Dunmer so cold??,Cold? You should see 'em behind closed doors.
I was wondering about Where’s the best place for a secret rendezvous??,Depends. Do you want privacy or the thrill of being caught?
"I'd like to learn about Bruh, really?","Yeah, really"
Tarlok,Maven Black-Briar’s web extends far beyond Riften. Don’t get caught in it unless you want to get tangled in her plans.
Conjurer,"Caller of realms, or puppet of daedra?"
Jyggalag,"Prince of order, or curse denied?"
Explain.,"It’s all about strategy. Don’t rush in blindly—wait for the right moment, exploit weaknesses, and always keep your stamina in check."
Can you tell me about Hevnoraak?,"Plague bearer, or prophet of decay?"
Where,Look harder
"Ulfric Stormcloak, Can you explain?","Throat of the world, or heart of conflict?"
are you alone,For now.
"I swear time moves faster when I’m late, Why is that important?",That’s just the universe making sure you suffer for your choices
I'd like to learn about Labyrinth?,"Test of the lost, or forge of truth?"
auriel,"When the stars fall, even auriel shall tremble."
leyawiin,"Some worship leyawiin, others curse its name."
Tell me.,Nothing worth my time
Do you know anything about leyawiin?,Leyawiin holds truths best left buried.
aldmeri dominion,"Some worship aldmeri dominion, others curse its name."
where is winterhold,"A frozen ruin, home of the College."
"Wuuthrad, I’ve heard, but I want to know more.","Axe of legends, or relic of wrath?"
I was wondering about sigil stone?,"Is sigil stone a legend, or a warning?"
"where should i go, Why is that important?",Wherever your feet take you.
Dwemer Sphere,"Rolling sentinel, or tireless warden?"
"Cistern, I’ve heard, but I want to know more.","Heart of the guild, or pool of secrets?"
Sven,"There’s no shame in retreating, but only if it leads to victory"
"What do I do with the cursed gem?, I’ve heard, but I want to know more.",Take it to the temple of purification. They can remove the curse.
"Hermaeus Mora, What exactly does that mean?","Keeper of secrets, or devourer of minds?"
I was wondering about miraak?,What did it cost to silence miraak?
What’s the best way to keep things exciting?,Never let them know your next move.
Tell me about Forsworn Briarhearts,"Warriors whose hearts have been replaced with dark magic—stronger, but no longer truly living"
More info?,"An Elder Scroll is a fragment of time itself, recording past, present, and future. To read one is to risk madness."
Falmer,"Lost race, or vengeful creatures of the dark?"
"soul gem, I want to understand better.",Soul Gem was written in fire and shadow.
I'd like to learn about is there a bounty on me?,there is now
Can you tell me about ghostfence?,Ghostfence does not forgive trespassers.
"who is malacath, Can you explain?",Malacath is the Daedric Prince of Outcasts worshipped by the Orcs as their patron deity
"where is the college of winterhold, Why is that important?","In the north, beyond the ruins of Winterhold."
I'd like to learn about Can I become a Jarl?,"No, but you can work for one."
"whats the meaning of life, I want to understand better.",to fight to love to die
Sky Haven Temple,"Sanctuary of blades, or tomb of loyalty?"
Explain.,"Close the distance, take cover, and don’t let them get an easy shot."
Do you know anything about can you see the future?,only the possibilities
"island, Tell me more about this.","Solitude, or a prison."
Can you tell me about Falk?,"Even in defeat, there is something to be learned"
summerset,Would you dare speak the name of summerset aloud?
"tamriel, Give me more details.",None who enter tamriel return unchanged.
Can you tell me about summerset?,Island of beauty or cage of pride?
"Hod, What exactly does that mean?","If the mill’s running, we’re eating"
dibella,Love as strength or weakness?
"How do I fight against a heavy-hitting foe?, What exactly does that mean?",Dodge their big hits and wait for them to tire out.
"Step back, How does that work?",Why don’t you step forward and do something
"blackreach, I want to understand better.",Have you ever walked the ruins of blackreach?
Baldur,"Strength is tested not in the heat of battle, but in the moments before"
How do I ride a dragon,Some legends say it is possible.
Clarify.,"Nope, they’re built different"
"Where can I find the enchanted gem?, I want to understand better.","It’s deep within the jungle, guarded by ancient traps and creatures."
I'd like to learn about rune?,"Marks of power, left behind."
"Lena, I’ve heard, but I want to know more.","Follow the road south towards the marshes, Riften is the town where the roads meet"
Tell me.,"Weave of magic, or cage of thoughts?"
I need to know about Baldur?,A warrior’s strength is measured by how much he can endure
yo whats up,"Not much, just waiting to help."
eye of magnus,Could you survive the trials of eye of magnus?
"cheydinhal, Why is that important?",Would you dare speak the name of cheydinhal aloud?
Can you tell me about spriggan?,Spriggan does not forgive trespassers.
I'd like to learn about What should I do with the cursed gem??,Take it to the witch. She can remove its dark magic.
Do you know anything about Hircine?,"Lord of the Hunt, or jailer of instincts?"
"Shout of the Dragonborn, Can you explain?","Power of the gods, or curse of the worthy?"
Clarify.,"Bridge of ages, or symbol of folly?"
"soul cairn, Can you explain?",Where do broken oaths go to rest?
Explain.,The new gods are the modern deities of Tamriel. They are worshipped by many.
"where do i find the most gold, How does that work?",Ships wrecked off the coast hide fortunes.
Can you tell me about What should I do after retrieving the gem??,Take it to the ancient shrine to activate its power.
"Where is the best place to fish, How does that work?","Any lake, but some are better than others."
I need to know about shadow?,"Does it conceal you, or reveal what you fear?"
"is it real, I’ve heard, but I want to know more.",Real enough.
"What’s the best way to impress a partner?, Tell me more about this.","Confidence, a little mead, and knowing when to shut up."
who is harkon,"A vampire lord, seeking to shroud the world in darkness."
Details?,Lurkers are powerful and can use magic. They are best avoided.
Could you explain boethiah?,"Trial through treachery, or truth through struggle?"
"leyawiin, Why is that important?",Leyawiin was written in fire and shadow.
I was wondering about Tell me of the Ansei.?,The Ansei were ancient Yokudan sword saints who could manifest their very souls as blades.
Could you explain curse?,Spoken in hate or love twisted?
Tell me.,"That would be Alduin, the World-Eater."
I was wondering about Arcwind Point?,"Tower of wind, or stage of regret?"
Can you tell me about What should I do with the magical crystal??,Take it to the temple of the sun. The priests there will know what to do.
Where is the hidden shrine?,"It’s deep within the forest, hidden by illusions. Look for the glowing flowers."
